Date,Price,Volume,Daily_return,Abs_return,Rolling_volatility
2026-01-01,100,1200,,,
2026-01-02,101,1350,1.0000000000000009,1.0000000000000009,
2026-01-03,102,1280,0.990099009900991,0.990099009900991,
2026-01-04,101,1420,-0.9803921568627416,0.9803921568627416,
2026-01-05,103,1500,1.980198019801982,1.980198019801982,
2026-01-06,104,1600,0.9708737864077666,0.9708737864077666,1.0802420353670135
2026-01-07,102,1550,-1.9230769230769273,1.9230769230769273,1.6037537849391716
2026-01-08,105,1700,2.941176470588225,2.941176470588225,2.0240511699125627
2026-01-09,106,1650,0.952380952380949,0.952380952380949,1.8217586316587568
2026-01-10,107,1800,0.9433962264151052,0.9433962264151052,1.7371030770805467
2026-01-11,106,1720,-0.9345794392523366,0.9345794392523366,1.8865103352386967
2026-01-12,108,1900,1.8867924528301883,1.8867924528301883,1.429867066166805
2026-01-13,109,1850,0.92592592592593,0.92592592592593,1.0294781024275854
2026-01-14,108,1760,-0.917431192660545,0.917431192660545,1.2547228133852049
2026-01-15,110,2000,1.85185185185186,1.85185185185186,1.41241816434292
2026-01-16,112,2150,1.8181818181818077,1.8181818181818077,1.2041164533036193
2026-01-17,111,2050,-0.8928571428571397,0.8928571428571397,1.3855829298568725
2026-01-18,113,2200,1.8018018018018056,1.8018018018018056,1.4949179344258725
2026-01-19,114,2300,0.8849557522123908,0.8849557522123908,1.1822706511577217
2026-01-20,115,2250,0.8771929824561431,0.8771929824561431,1.1035583990993447
2026-01-21,113,2100,-1.7391304347826098,1.7391304347826098,1.453200046469175
2026-01-22,112,1950,-0.8849557522123908,0.8849557522123908,1.451736572031781
2026-01-23,114,2400,1.7857142857142794,1.7857142857142794,1.4472766103123056
2026-01-24,116,2500,1.7543859649122862,1.7543859649122862,1.5969280042544816
2026-01-25,117,2350,0.8620689655172376,0.8620689655172376,1.5957141055217872
2026-01-26,119,2600,1.7094017094017033,1.7094017094017033,1.1458084677258793
2026-01-27,118,2450,-0.8403361344537785,0.8403361344537785,1.1270364128771806
2026-01-28,120,2700,1.6949152542372836,1.6949152542372836,1.1129473061774515
2026-01-29,121,2800,0.8333333333333304,0.8333333333333304,1.0380384339577287
2026-01-30,119,2650,-1.6528925619834656,1.6528925619834656,1.5263398756373412
2026-01-31,122,2900,2.5210084033613356,2.5210084033613356,1.7359599682298719
2026-02-01,124,3000,1.6393442622950838,1.6393442622950838,1.60238077251289
2026-02-02,123,2850,-0.8064516129032251,0.8064516129032251,1.7201175652929657
2026-02-03,125,3100,1.6260162601626105,1.6260162601626105,1.792725658404172
2026-02-04,126,3200,0.8000000000000007,0.8000000000000007,1.2545653862570225
2026-02-05,127,3050,0.7936507936507908,0.7936507936507908,0.9958634752365833
2026-02-06,125,2950,-1.5748031496062964,1.5748031496062964,1.313734428118748
2026-02-07,128,3300,2.400000000000002,2.400000000000002,1.4901032363459037
2026-02-08,130,3450,1.5625,1.5625,1.4816432583220498
2026-02-09,129,3350,-0.7692307692307665,0.7692307692307665,1.6385471617450915
2026-02-10,131,3500,1.5503875968992276,1.5503875968992276,1.7079594667589904
2026-02-11,133,3650,1.526717557251911,1.526717557251911,1.189975991476137
2026-02-12,132,3550,-0.7518796992481258,0.7518796992481258,1.2637258096398725
2026-02-13,134,3800,1.5151515151515138,1.5151515151515138,1.255080034819702
2026-02-14,136,3900,1.4925373134328401,1.4925373134328401,1.0167654691756833
2026-02-15,135,3750,-0.7352941176470562,0.7352941176470562,1.2352199704122795
2026-02-16,137,4000,1.4814814814814836,1.4814814814814836,1.2269599686230448
2026-02-17,139,4150,1.4598540145985384,1.4598540145985384,0.9941546377325663
2026-02-18,138,4050,-0.7194244604316502,0.7194244604316502,1.2079720363775697
2026-02-19,141,4300,2.1739130434782705,2.1739130434782705,1.3629189372861454
2026-02-20,140,4200,-0.7092198581560294,0.7092198581560294,1.3559326374834741
2026-02-21,142,4400,1.4285714285714235,1.4285714285714235,1.34886115771285
2026-02-22,144,4550,1.4084507042253502,1.4084507042253502,1.3420553674331561
2026-02-23,143,4450,-0.694444444444442,0.694444444444442,1.3354037681333373
2026-02-24,145,4700,1.3986013986013957,1.3986013986013957,1.1577869907544933
2026-02-25,147,4800,1.379310344827589,1.379310344827589,0.938501791293854
2026-02-26,146,4650,-0.6802721088435382,0.6802721088435382,1.1408625012660176
2026-02-27,149,4900,2.0547945205479534,2.0547945205479534,1.287851707479953
2026-02-28,151,5100,1.342281879194629,1.342281879194629,1.0376503923403668
2026-03-01,150,5000,-0.6622516556291425,0.6622516556291425,1.2717569143190979
